PassengerId,Survived,Pclass,Sex_encoded,Age,Age_scaled,SibSp,Parch,Fare,Fare_scaled,Has_Cabin,Embarked_C,Embarked_Q,Embarked_S,Pclass_norm,familySize,farePerPerson,isAlone,isChild,isBaby,isToddler,isTeen,isYoungAdult,isMiddleAge,isElderly,family_Alone,family_Small,family_Medium,family_Large,fare_Economy,fare_Standard,fare_Premium,fare_Luxury,title_Mr,title_Mrs,title_Miss,title_Master,title_Noble,title_Professional,title_Military,title_Other,age_class_interaction,fare_class_interaction,family_class_interaction,child_female_interaction,deck_Unknown,deck_Rare,women_children_first,status_Lower,status_Middle,status_Upper,age_squared,age_log,fare_log,fare_squared,long_name,has_shared_ticket,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F
454,1,1,1,49.0,1.5083621520310757,1,0,89.1042,1.1450204511478064,1,1,0,0,0.0,2,44.5521,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,49.0,44.5521,2,0,0,0,0,0,1,0,2401.0,3.912023005428146,4.500966778400217,7939.558457640001,0,1,0,0,1,0,0,0
455,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84.0,24.150000000000002,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
456,1,3,1,29.0,-0.027771959981314702,0,0,7.8958,-0.4891674544258282,0,1,0,0,1.0,1,7.8958,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,87.0,23.6874,3,0,1,0,0,1,0,0,841.0,3.4011973816621555,2.1855792552411137,62.34365764,0,0,0,0,0,0,0,0
457,0,1,1,65.0,2.737269441640988,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0,1,26.55,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,65.0,26.55,1,0,0,0,0,0,1,0,4225.0,4.189654742026425,3.3160025355989236,704.9025,0,0,0,0,0,0,1,0
458,1,1,0,28.0,-0.10457866558193422,1,0,51.8625,0.3955913807191113,1,0,0,1,0.0,2,25.93125,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28.0,25.93125,2,0,0,0,1,0,1,0,784.0,3.367295829986474,3.967694202798607,2689.7189062499997,1,0,0,0,0,1,0,0
459,1,2,0,50.0,1.5851688576316951,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100.0,21.0,2,0,1,0,1,0,1,0,2500.0,3.9318256327243257,2.4423470353692043,110.25,0,0,0,0,0,0,0,0
460,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,23.25,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
461,1,1,1,48.0,1.431555446430456,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0,1,26.55,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,48.0,26.55,1,0,0,0,0,0,1,0,2304.0,3.8918202981106265,3.3160025355989236,704.9025,0,0,0,0,0,0,1,0
462,0,3,1,34.0,0.3562615680217829,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,102.0,24.150000000000002,3,0,1,0,0,1,0,0,1156.0,3.5553480614894135,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
463,0,1,1,47.0,1.3547487408298367,0,0,38.5,0.1266926474818146,1,0,0,1,0.0,1,38.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,47.0,38.5,1,0,0,0,0,0,1,0,2209.0,3.871201010907891,3.676300671907076,1482.25,0,0,0,0,0,0,1,0
464,0,2,1,48.0,1.431555446430456,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5,1,13.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,96.0,26.0,2,0,1,0,0,0,1,0,2304.0,3.8918202981106265,2.6390573296152584,169.0,0,0,0,0,0,0,0,0
465,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84.0,24.150000000000002,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
466,0,3,1,38.0,0.663488390424261,0,0,7.05,-0.5061878135331888,0,0,0,1,1.0,1,7.05,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,114.0,21.15,3,0,1,0,0,1,0,0,1444.0,3.6635616461296463,2.0856720914304723,49.7025,1,0,0,0,0,0,0,0
467,0,2,1,28.0,-0.10457866558193422,0,0,0.0,-0.6480576784030068,0,0,0,1,0.5,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,56.0,0.0,2,0,1,0,0,0,1,0,784.0,3.367295829986474,0.0,0.0,0,1,0,0,0,0,0,0
468,0,1,1,56.0,2.0460090912354123,0,0,26.55,-0.11378180431879875,0,0,0,1,0.0,1,26.55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,56.0,26.55,1,0,1,0,0,0,1,0,3136.0,4.04305126783455,3.3160025355989236,704.9025,0,0,0,0,0,0,0,0
469,0,3,1,28.0,-0.10457866558193422,0,0,7.725,-0.4926045285988445,0,0,1,0,1.0,1,7.725,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,23.174999999999997,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.1661924680884908,59.675625,0,0,0,0,0,0,0,0
470,1,3,0,0.75,-2.197561393198816,2,1,19.2583,-0.26051549136436636,0,1,0,0,1.0,4,4.814575,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2.25,14.443724999999999,12,1,1,0,1,1,0,0,0.5625,0.5596157879354227,3.0085645861193133,370.88211888999996,0,1,0,0,0,0,0,0
471,0,3,1,28.0,-0.10457866558193422,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0,1,7.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,21.75,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.1102132003465894,52.5625,0,0,0,0,0,0,0,0
472,0,3,1,38.0,0.663488390424261,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0,1,8.6625,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,114.0,25.987499999999997,3,0,1,0,0,1,0,0,1444.0,3.6635616461296463,2.2682524139135403,75.03890625,0,0,0,0,0,0,0,0
473,1,2,0,33.0,0.27945486242116335,1,2,27.75,-0.08963374221329785,0,0,0,1,0.5,4,6.9375,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,66.0,13.875,8,0,1,0,1,0,1,0,1089.0,3.5263605246161616,3.3586377672433594,770.0625,1,1,0,0,0,0,0,0
474,1,2,0,23.0,-0.48861219358503183,0,0,13.7917,-0.3705219882859758,1,1,0,0,0.5,1,13.7917,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,46.0,27.5834,2,0,0,0,1,0,1,0,529.0,3.1780538303479458,2.694066212646058,190.21098889,1,0,0,0,0,1,0,0
475,0,3,0,22.0,-0.5654188991856514,0,0,9.8375,-0.450093877600619,0,0,0,1,1.0,1,9.8375,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,66.0,29.512500000000003,3,0,1,0,1,1,0,0,484.0,3.1354942159291497,2.3830123421066602,96.77640625000001,0,0,0,0,0,0,0,0
476,0,1,1,28.0,-0.10457866558193422,0,0,52.0,0.39835834616870003,1,0,0,1,0.0,1,52.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28.0,52.0,1,0,0,0,0,0,1,0,784.0,3.367295829986474,3.970291913552122,2704.0,0,1,1,0,0,0,0,0
477,0,2,1,34.0,0.3562615680217829,1,0,21.0,-0.22546659155674054,0,0,0,1,0.5,2,10.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,68.0,21.0,4,0,1,0,0,0,1,0,1156.0,3.5553480614894135,3.091042453358316,441.0,0,1,0,0,0,0,0,0
478,0,3,1,29.0,-0.027771959981314702,1,0,7.0458,-0.5062723317505581,0,0,0,1,1.0,2,3.5229,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,87.0,10.5687,6,0,1,0,0,1,0,0,841.0,3.4011973816621555,2.0851502161468174,49.64329764,0,0,0,0,0,0,0,0
479,0,3,1,22.0,-0.5654188991856514,0,0,7.5208,-0.49671372383379725,0,0,0,1,1.0,1,7.5208,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,66.0,22.5624,3,0,1,0,0,1,0,0,484.0,3.1354942159291497,2.142510233146819,56.562432640000004,0,0,0,0,0,0,0,0
480,1,3,0,2.0,-2.1015530111980416,0,1,12.2875,-0.4007915841352212,0,0,0,1,1.0,2,6.14375,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0,18.43125,6,1,1,0,1,1,0,0,4.0,1.0986122886681098,2.586823743668066,150.98265625,0,0,0,0,0,0,0,0
481,0,3,1,9.0,-1.563906071993705,5,2,46.9,0.29572908222032107,0,0,0,1,1.0,8,5.8625,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,27.0,17.5875,24,0,1,0,1,1,0,0,81.0,2.302585092994046,3.8691155044168695,2199.6099999999997,0,1,0,0,0,0,0,0
482,0,2,1,28.0,-0.10457866558193422,0,0,0.0,-0.6480576784030068,0,0,0,1,0.5,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,56.0,0.0,2,0,1,0,0,0,1,0,784.0,3.367295829986474,0.0,0.0,1,0,0,0,0,0,0,0
483,0,3,1,50.0,1.5851688576316951,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,150.0,24.150000000000002,3,0,1,0,0,1,0,0,2500.0,3.9318256327243257,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
484,1,3,0,63.0,2.583656030439749,0,0,9.5875,-0.45512472387259834,0,0,0,1,1.0,1,9.5875,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,189.0,28.762500000000003,3,0,1,0,1,1,0,0,3969.0,4.1588830833596715,2.3596740599781727,91.92015625,0,0,0,0,0,0,0,0
485,1,1,1,25.0,-0.33499878238379277,1,0,91.0792,1.1847641366964432,1,1,0,0,0.0,2,45.5396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25.0,45.5396,2,0,0,0,0,0,1,0,625.0,3.258096538021482,4.5226490762785785,8295.42067264,0,1,0,1,0,0,0,0
486,0,3,0,28.0,-0.10457866558193422,3,1,25.4667,-0.13558146738453974,0,0,0,1,1.0,5,5.0933399999999995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,84.0,15.280019999999999,15,0,1,0,1,1,0,0,784.0,3.367295829986474,3.275887339030031,648.5528088899999,0,1,0,0,0,0,0,0
487,1,1,0,35.0,0.4330682736224024,1,0,90.0,1.1630469795095626,1,0,0,1,0.0,2,45.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35.0,45.0,2,0,0,0,1,0,1,0,1225.0,3.58351893845611,4.51085950651685,8100.0,1,1,0,0,1,0,0,0
488,0,1,1,58.0,2.1996225024366516,0,0,29.7,-0.05039314129185886,1,1,0,0,0.0,1,29.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,58.0,29.7,1,0,0,0,0,0,1,0,3364.0,4.07753744390572,3.4242626545931514,882.0899999999999,0,0,0,1,0,0,0,0
489,0,3,1,30.0,0.04903474561930482,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,90.0,24.150000000000002,3,0,1,0,0,1,0,0,900.0,3.4339872044851463,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
490,1,3,1,9.0,-1.563906071993705,1,1,15.9,-0.3280958555051195,0,0,0,1,1.0,3,5.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27.0,15.899999999999999,9,0,1,0,1,1,0,0,81.0,2.302585092994046,2.8273136219290276,252.81,1,1,0,0,0,0,0,0
491,0,3,1,28.0,-0.10457866558193422,1,0,19.9667,-0.24626008536808563,0,0,0,1,1.0,2,9.98335,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84.0,29.950049999999997,6,0,1,0,0,1,0,0,784.0,3.367295829986474,3.0429354648621407,398.66910888999996,1,0,0,0,0,0,0,0
492,0,3,1,21.0,-0.6422256047862709,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0,1,7.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,63.0,21.75,3,0,1,0,0,1,0,0,441.0,3.091042453358316,2.1102132003465894,52.5625,0,0,0,0,0,0,0,0
493,0,1,1,55.0,1.9692023856347929,0,0,30.5,-0.034294433221524895,1,0,0,1,0.0,1,30.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,55.0,30.5,1,0,0,0,0,0,1,0,3025.0,4.02535169073515,3.449987545831587,930.25,0,0,0,0,1,0,0,0
494,0,1,1,71.0,3.198109675244705,0,0,49.5042,0.34813440166627563,0,1,0,0,0.0,1,49.5042,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,71.0,49.5042,1,0,1,0,0,0,1,0,5041.0,4.276666119016055,3.922056501139853,2450.6658176399997,0,0,0,0,0,0,0,0
495,0,3,1,21.0,-0.6422256047862709,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,63.0,24.150000000000002,3,0,1,0,0,1,0,0,441.0,3.091042453358316,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
496,0,3,1,28.0,-0.10457866558193422,0,0,14.4583,-0.35710773978637,0,1,0,0,1.0,1,14.4583,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84.0,43.3749,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.738146075922933,209.04243888999997,0,1,0,0,0,0,0,0
497,1,1,0,54.0,1.8923956800341732,1,0,78.2667,0.926933265257501,1,1,0,0,0.0,2,39.13335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,54.0,39.13335,2,0,0,0,1,0,1,0,2916.0,4.007333185232471,4.37281811610993,6125.67632889,0,1,0,0,0,1,0,0
498,0,3,1,28.0,-0.10457866558193422,0,0,15.1,-0.3441945635754534,0,0,0,1,1.0,1,15.1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84.0,45.3,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.7788192719904172,228.01,1,0,0,0,0,0,0,0
499,0,1,0,25.0,-0.33499878238379277,1,2,151.55,2.401641331670881,1,0,0,1,0.0,4,37.8875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,25.0,37.8875,4,0,0,0,1,0,1,0,625.0,3.258096538021482,5.027492411162679,22967.402500000004,1,1,0,0,1,0,0,0
500,0,3,1,24.0,-0.4118054879844123,0,0,7.7958,-0.49117979293462,0,0,0,1,1.0,1,7.7958,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72.0,23.3874,3,0,1,0,0,1,0,0,576.0,3.2188758248682006,2.174274334826008,60.77449764,0,0,0,0,0,0,0,0
501,0,3,1,17.0,-0.9494524271887489,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0,1,8.6625,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,51.0,25.987499999999997,3,0,1,0,0,1,0,0,289.0,2.8903717578961645,2.2682524139135403,75.03890625,0,0,0,0,0,0,0,0
502,0,3,0,21.0,-0.6422256047862709,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,63.0,23.25,3,0,1,0,1,1,0,0,441.0,3.091042453358316,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
503,0,3,0,28.0,-0.10457866558193422,0,0,7.6292,-0.494532348890267,0,0,1,0,1.0,1,7.6292,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,84.0,22.8876,3,0,1,0,1,1,0,0,784.0,3.367295829986474,2.155151800914312,58.20469264,0,0,0,0,0,0,0,0
504,0,3,0,37.0,0.5866816848236415,0,0,9.5875,-0.45512472387259834,0,0,0,1,1.0,1,9.5875,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,111.0,28.762500000000003,3,0,1,0,1,1,0,0,1369.0,3.6375861597263857,2.3596740599781727,91.92015625,0,0,0,0,0,0,0,0
505,1,1,0,16.0,-1.0262591327893684,0,0,86.5,1.0926151317018515,1,0,0,1,0.0,1,86.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16.0,86.5,1,0,0,0,1,0,1,0,256.0,2.833213344056216,4.471638793363569,7482.25,0,1,0,1,0,0,0,0
506,0,1,1,18.0,-0.8726457215881294,1,0,108.9,1.5433789576712023,1,1,0,0,0.0,2,54.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18.0,54.45,2,0,0,0,0,0,1,0,324.0,2.9444389791664403,4.699570861409576,11859.210000000001,1,1,0,0,1,0,0,0
507,1,2,0,33.0,0.27945486242116335,0,2,26.0,-0.12484966611715337,0,0,0,1,0.5,3,8.666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,66.0,17.333333333333332,6,0,1,0,1,0,1,0,1089.0,3.5263605246161616,3.295836866004329,676.0,1,1,0,0,0,0,0,0
508,1,1,1,28.0,-0.10457866558193422,0,0,26.55,-0.11378180431879875,0,0,0,1,0.0,1,26.55,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28.0,26.55,1,0,1,0,0,0,1,0,784.0,3.367295829986474,3.3160025355989236,704.9025,1,0,0,0,0,0,0,0
509,0,3,1,28.0,-0.10457866558193422,0,0,22.525,-0.19477842929766648,0,0,0,1,1.0,1,22.525,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84.0,67.57499999999999,3,0,1,0,0,1,0,0,784.0,3.367295829986474,3.1580636854714434,507.37562499999996,0,0,0,0,0,0,0,0
510,1,3,1,26.0,-0.25819207678317324,0,0,56.4958,0.48882906084695926,0,0,0,1,1.0,1,56.4958,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,78.0,169.4874,3,0,1,0,0,1,0,0,676.0,3.295836866004329,4.05171190165724,3191.7754176400003,0,1,0,0,0,0,0,0
511,1,3,1,29.0,-0.027771959981314702,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,87.0,23.25,3,0,1,0,0,1,0,0,841.0,3.4011973816621555,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
512,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84.0,24.150000000000002,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
513,1,1,1,36.0,0.5098749792230219,0,0,26.2875,-0.11906419290437707,1,0,0,1,0.0,1,26.2875,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36.0,26.2875,1,0,0,0,0,0,1,0,1296.0,3.6109179126442243,3.3064287218760624,691.0326562500001,0,0,0,0,0,0,1,0
514,1,1,0,54.0,1.8923956800341732,1,0,59.4,0.547271395819289,0,1,0,0,0.0,2,29.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,54.0,29.7,2,0,1,0,1,0,1,0,2916.0,4.007333185232471,4.100989104940769,3528.3599999999997,1,0,0,0,0,0,0,0
515,0,3,1,24.0,-0.4118054879844123,0,0,7.4958,-0.4972168084609952,0,0,0,1,1.0,1,7.4958,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72.0,22.4874,3,0,1,0,0,1,0,0,576.0,3.2188758248682006,2.139571923732859,56.18701764,0,0,0,0,0,0,0,0
516,0,1,1,47.0,1.3547487408298367,0,0,34.0208,0.03655598099601484,1,0,0,1,0.0,1,34.0208,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,47.0,34.0208,1,0,0,0,0,0,1,0,2209.0,3.871201010907891,3.5559421706858756,1157.41483264,0,0,0,0,0,1,0,0
517,1,2,0,34.0,0.3562615680217829,0,0,10.5,-0.43676213497987365,1,0,0,1,0.5,1,10.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,68.0,21.0,2,0,0,0,1,0,1,0,1156.0,3.5553480614894135,2.4423470353692043,110.25,0,0,0,0,0,0,0,1
518,0,3,1,28.0,-0.10457866558193422,0,0,24.15,-0.16207792852980066,0,0,1,0,1.0,1,24.15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84.0,72.44999999999999,3,0,1,0,0,1,0,0,784.0,3.367295829986474,3.224857896545748,583.2225,0,1,0,0,0,0,0,0
519,1,2,0,36.0,0.5098749792230219,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5,2,13.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,72.0,26.0,4,0,1,0,1,0,1,0,1296.0,3.6109179126442243,3.295836866004329,676.0,1,0,0,0,0,0,0,0
520,0,3,1,32.0,0.20264815682054385,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0,1,7.8958,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,96.0,23.6874,3,0,1,0,0,1,0,0,1024.0,3.4965075614664802,2.1855792552411137,62.34365764,0,0,0,0,0,0,0,0
521,1,1,0,30.0,0.04903474561930482,0,0,93.5,1.2334788273172737,1,0,0,1,0.0,1,93.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30.0,93.5,1,0,0,0,1,0,1,0,900.0,3.4339872044851463,4.548599834499697,8742.25,0,1,0,1,0,0,0,0
522,0,3,1,22.0,-0.5654188991856514,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0,1,7.8958,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,66.0,23.6874,3,0,1,0,0,1,0,0,484.0,3.1354942159291497,2.1855792552411137,62.34365764,0,0,0,0,0,0,0,0
523,0,3,1,28.0,-0.10457866558193422,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0,1,7.225,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,21.674999999999997,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.1071782966514356,52.200624999999995,0,0,0,0,0,0,0,0
524,1,1,0,44.0,1.1243286240279782,0,1,57.9792,0.518680090286376,1,1,0,0,0.0,2,28.9896,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,44.0,28.9896,2,0,0,0,1,0,1,0,1936.0,3.8066624897703196,4.077184839375167,3361.58763264,1,1,0,1,0,0,0,0
525,0,3,1,28.0,-0.10457866558193422,0,0,7.2292,-0.502581702925434,0,1,0,0,1.0,1,7.2292,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,21.6876,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.1076888046179385,52.26133263999999,0,0,0,0,0,0,0,0
526,0,3,1,40.5,0.8555051544258098,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,121.5,23.25,3,0,1,0,0,1,0,0,1640.25,3.7256934272366524,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
527,1,2,0,50.0,1.5851688576316951,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100.0,21.0,2,0,1,0,1,0,1,0,2500.0,3.9318256327243257,2.4423470353692043,110.25,0,0,0,0,0,0,0,0
528,0,1,1,28.0,-0.10457866558193422,0,0,221.7792,3.8148905676872524,1,0,0,1,0.0,1,221.7792,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28.0,221.7792,1,0,0,0,0,0,1,0,784.0,3.367295829986474,5.406181146423973,49186.013552640004,0,0,0,0,1,0,0,0
529,0,3,1,39.0,0.7402950960248805,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0,1,7.925,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,117.0,23.775,3,0,1,0,0,1,0,0,1521.0,3.6888794541139363,2.188856327665703,62.805625,0,0,0,0,0,0,0,0
530,0,2,1,23.0,-0.48861219358503183,2,1,11.5,-0.4166387498919562,0,0,0,1,0.5,4,2.875,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,46.0,5.75,8,0,1,0,0,0,1,0,529.0,3.1780538303479458,2.5257286443082556,132.25,0,0,0,0,0,0,0,0
